issues,split,source_dataset,annotation_source,text_status,filename,primary_caption,n_captions
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedfighting_maniset900ab5a__meerkat_juvenile_standtogimmickloop_126.npy,The juvenile meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedlocomotion_maniset9f3e78c0__meerkat_juvenile_diggimmick_145.npy,The juvenile meerkat digs a small hole as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedlocomotion_maniset9f3e78c0__meerkat_juvenile_gimmickloop01_160.npy,The juvenile meerkat performs a playful gimmick by scampering around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedlocomotion_maniset9f3e78c0__meerkat_juvenile_gimmicklooptostand_162.npy,The juvenile meerkat uses a gimmick to stand still,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Juvenile_meerkat_juvenile__animationnotmotionextractedlocomotion_maniset9f3e78c0__meerkat_juvenile_standtogimmickloop_180.npy,The juvenile meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedbehaviour_maniset5f721adf__meerkat_male_gimmicklooptostand_6.npy,The male meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedbehaviour_maniset5f721adf__meerkat_male_standtogimmickloop_8.npy,The male meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedfighting_maniset46419235__meerkat_male_burrowgimmick_9.npy,The male meerkat performs a burrow gimmick by darting in and out of the entrance,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedfighting_maniset46419235__meerkat_male_gimmicklooptostand_16.npy,The male meerkat uses a gimmick to stand still,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedfighting_maniset46419235__meerkat_male_standtogimmickloop_19.npy,The male meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedlocomotion_maniset5d0cba3b__meerkat_male_burrowgimmick_20.npy,The male meerkat performs a burrow gimmick by darting in and out of the entrance,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationmotionextractedlocomotion_maniset5d0cba3b__meerkat_male_standtogimmickloop_30.npy,The male meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedbehaviour_manisetd2da2921__meerkat_male_burrowgimmick_46.npy,The male meerkat performs a burrow gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedbehaviour_manisetd2da2921__meerkat_male_gimmickloop01_58.npy,The male meerkat performs a playful gimmick by hopping around,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedbehaviour_manisetd2da2921__meerkat_male_gimmicklooptostand_59.npy,The male meerkat uses a gimmick to stand still,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedbehaviour_manisetd2da2921__meerkat_male_standtogimmickloop_70.npy,The male meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedfighting_manisetd1e64a37__meerkat_male_burrowgimmick_90.npy,The male meerkat performs a burrow gimmick by darting in and out of the entrance,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedfighting_manisetd1e64a37__meerkat_male_gimmickloop01_105.npy,The male meerkat performs a playful gimmick by hopping around,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedfighting_manisetd1e64a37__meerkat_male_gimmicklooptostand_106.npy,The male meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedfighting_manisetd1e64a37__meerkat_male_standtogimmickloop_121.npy,The male meerkat stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedlocomotion_maniset8d623e1d__meerkat_male_diggimmick_140.npy,The male meerkat digs a hole and then hides in the gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedlocomotion_maniset8d623e1d__meerkat_male_gimmickloop02_157.npy,The male meerkat performs a playful gimmick by hopping and spinning around,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Meerkat_Male_meerkat_male__animationnotmotionextractedlocomotion_maniset8d623e1d__meerkat_male_gimmicklooptostand_158.npy,The male meerkat uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nile_Lechwe_Female_nile_lechwe_female__animationnotmotionextractedlocomotion_maniset218b6490__nile_lechwe_female_standgimmick01_178.npy,The female Nile lechwe stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nile_Lechwe_Male_nile_lechwe_male__animationnotmotionextractedfighting_maniset699da49f__nile_lechwe_male_standgimmick01_131.npy,The male Nile lechwe stands still and then performs a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Juvenile_nine_banded_armadillo_juvenile__animationnotmotionextractedbehaviour_maniset748b6333__nine_banded_armadillo_juvenile_standgimmick01_93.npy,The juvenile banded armadillo stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Juvenile_nine_banded_armadillo_juvenile__animationnotmotionextractedfighting_manisetaf7dd7c9__nine_banded_armadillo_juvenile_standgimmick01_151.npy,The juvenile banded armadillo stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Juvenile_nine_banded_armadillo_juvenile__animationnotmotionextractedlocomotion_maniset604a44af__nine_banded_armadillo_juvenile_standgimmick01_201.npy,The juvenile banded armadillo stands still as part of its defensive gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Male_nine_banded_armadillo_male__animationmotionextractedbehaviour_maniset291d484e__nine_banded_armadillo_male_standgimmick01_10.npy,The male banded armadillo stands still as a protective gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Male_nine_banded_armadillo_male__animationmotionextractedfighting_maniset8f1497e4__nine_banded_armadillo_male_standgimmick01_48.npy,The male banded armadillo stands still as a defensive gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Male_nine_banded_armadillo_male__animationnotmotionextractedbehaviour_maniset4df36dd0__nine_banded_armadillo_male_standgimmick01_181.npy,The male banded armadillo stands still as part of its defensive gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nine_Banded_Armadillo_Male_nine_banded_armadillo_male__animationnotmotionextractedfighting_manisetaf389726__nine_banded_armadillo_male_standgimmick01_252.npy,The male banded armadillo stands still as part of its defensive gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationmotionextractedbehaviour_maniseta5aedcb5__north_american_beaver_juvenile_gimmicklooptostand_5.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationmotionextractedfighting_maniset5d97e68b__north_american_beaver_juvenile_gimmicklooptostand_16.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationmotionextractedlocomotion_maniset25814991__north_american_beaver_juvenile_gimmicklooptostand_33.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedbehaviour_manisetd7127377__north_american_beaver_juvenile_gimmick_101.npy,The juvenile American beaver performs a playful gimmick by swimming in circles,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedbehaviour_manisetd7127377__north_american_beaver_juvenile_gimmickloop01_102.npy,The juvenile American beaver performs a playful gimmick by swimming in circles,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedbehaviour_manisetd7127377__north_american_beaver_juvenile_gimmickloop02_103.npy,The juvenile American beaver performs a playful gimmick by swimming in circles underwater,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedbehaviour_manisetd7127377__north_american_beaver_juvenile_gimmicklooptostand_104.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedfighting_maniset89bc070d__north_american_beaver_juvenile_gimmickloop01_159.npy,The juvenile American beaver swims in a circular gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedfighting_maniset89bc070d__north_american_beaver_juvenile_gimmicklooptostand_160.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedfighting_maniset89bc070d__north_american_beaver_juvenile_standtogimmickloop_169.npy,The juvenile American beaver stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedlocomotion_maniset80d675f3__north_american_beaver_juvenile_gimmickloop02_218.npy,The juvenile American beaver performs a playful gimmick by diving into the water and then resurfacing with a splash,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedlocomotion_maniset80d675f3__north_american_beaver_juvenile_gimmicklooptostand_219.npy,The juvenile American beaver uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Juvenile_north_american_beaver_juvenile__animationnotmotionextractedlocomotion_maniset80d675f3__north_american_beaver_juvenile_standtogimmickloop_232.npy,The juvenile American beaver stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Male_north_american_beaver_male__animationnotmotionextractedbehaviour_manisetb994fc14__north_american_beaver_male_gimmick_53.npy,The male American beaver swims to a tree gnaws it down and then drags it to his dam,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_North_American_Beaver_Male_north_american_beaver_male__animationnotmotionextractedlocomotion_manisete1d99d0__north_american_beaver_male_gimmick_105.npy,The male American beaver swims to a tree gnaws it down and then drags it to his lodge,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nyala_Juvenile_nyala_juvenile__animationnotmotionextractedbehaviour_manisetadffc1bf__nyala_juvenile_standgimmick01_50.npy,The juvenile nyala stands still as a gimmick,1
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Nyala_Juvenile_nyala_juvenile__animationnotmotionextractedlocomotion_manisetc850763b__nyala_juvenile_standgimmick01_154.npy,The juvenile nyala stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Female_okapi_female__animationnotmotionextractedbehaviour_maniset6d7dab59__okapi_female_standgimmick01_61.npy,The female okapi stands still and then performs a small playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Female_okapi_female__animationnotmotionextractedfighting_maniset7ad3de6f__okapi_female_standgimmick01_119.npy,The female okapi stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Female_okapi_female__animationnotmotionextractedlocomotion_maniset5eef2e55__okapi_female_standgimmick01_188.npy,The female okapi stands still as part of a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Juvenile_okapi_juvenile__animationnotmotionextractedbehaviour_manisetfb70b131__okapi_juvenile_standgimmick01_43.npy,The juvenile okapi stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Juvenile_okapi_juvenile__animationnotmotionextractedfighting_maniset981b8e47__okapi_juvenile_standgimmick01_76.npy,The juvenile okapi stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Juvenile_okapi_juvenile__animationnotmotionextractedlocomotion_maniset35bb0a2d__okapi_juvenile_standgimmick01_117.npy,The juvenile okapi stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Male_okapi_male__animationnotmotionextractedbehaviour_maniseta6156cce__okapi_male_standgimmick01_81.npy,The male okapi stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Okapi_Male_okapi_male__animationnotmotionextractedlocomotion_maniset1c7d210a__okapi_male_standgimmick01_203.npy,The male okapi stands still and then performs a small playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Female_plains_zebra_female__animationnotmotionextractedbehaviour_maniseteedaada5__plains_zebra_female_standgimmick01_63.npy,The female plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Female_plains_zebra_female__animationnotmotionextractedfighting_maniset2433ddbb__plains_zebra_female_standgimmick01_122.npy,The female plains zebra stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Female_plains_zebra_female__animationnotmotionextractedlocomotion_manisetab95f3a1__plains_zebra_female_standgimmick01_189.npy,The female plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Juvenile_plains_zebra_juvenile__animationnotmotionextractedbehaviour_maniset4817767d__plains_zebra_juvenile_standgimmick01_64.npy,The juvenile plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Juvenile_plains_zebra_juvenile__animationnotmotionextractedfighting_maniset19789093__plains_zebra_juvenile_standgimmick01_125.npy,The juvenile plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Juvenile_plains_zebra_juvenile__animationnotmotionextractedlocomotion_maniset47285279__plains_zebra_juvenile_standgimmick01_187.npy,The juvenile plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Male_plains_zebra_male__animationnotmotionextractedbehaviour_maniset4f756c1a__plains_zebra_male_standgimmick01_46.npy,The male plains zebra stands still employing a deceptive gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Plains_Zebra_Male_plains_zebra_male__animationnotmotionextractedlocomotion_maniset9dda2356__plains_zebra_male_standgimmick01_141.npy,The male plains zebra stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationmotionextractedbehaviour_maniset1c9c2343__prairie_dog_juvenile_gimmicklooptostand_7.npy,The juvenile prairie dog uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationmotionextractedfighting_maniset8fc63199__prairie_dog_juvenile_gimmicklooptostand_24.npy,The juvenile prairie dog uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationmotionextractedlocomotion_manisetcda6b9f__prairie_dog_juvenile_gimmicklooptostand_39.npy,The juvenile prairie dog uses a gimmick to stand still,1
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedbehaviour_maniset2b29ec85__prairie_dog_juvenile_gimmick_75.npy,The juvenile prairie dog performs a playful gimmick by hopping around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedbehaviour_maniset2b29ec85__prairie_dog_juvenile_gimmickloop02_76.npy,The juvenile prairie dog performs a playful gimmick by hopping around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedbehaviour_maniset2b29ec85__prairie_dog_juvenile_standtogimmickloop_90.npy,The juvenile prairie dog stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedfighting_manisetabe5e49b__prairie_dog_juvenile_gimmick_119.npy,The juvenile prairie dog performs a playful gimmick by hopping around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedfighting_manisetabe5e49b__prairie_dog_juvenile_gimmickloop02_120.npy,The juvenile prairie dog performs a playful gimmick by hopping around,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedlocomotion_maniset38b06a81__prairie_dog_juvenile_gimmicklooptostand_148.npy,The juvenile prairie dog uses a gimmick to stand still,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Juvenile_prairie_dog_juvenile__animationnotmotionextractedlocomotion_maniset38b06a81__prairie_dog_juvenile_standtogimmickloop_156.npy,The juvenile prairie dog stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationmotionextractedfighting_manisetd2951636__prairie_dog_male_burrowgimmick_8.npy,The male prairie dog uses a burrow gimmick to escape into his underground tunnel,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedbehaviour_maniseta0ee1e22__prairie_dog_male_diggimmick_53.npy,The male prairie dog digs a hole and then hides in the gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedbehaviour_maniseta0ee1e22__prairie_dog_male_gimmick_68.npy,The male prairie dog performs a playful gimmick by hopping around and then suddenly stopping,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedbehaviour_maniseta0ee1e22__prairie_dog_male_gimmickloop02_69.npy,The male prairie dog performs a playful gimmick by hopping around in a circle,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedfighting_maniset64c70af8__prairie_dog_male_diggimmick_104.npy,The male prairie dog digs a hole and then plays a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedfighting_maniset64c70af8__prairie_dog_male_gimmick_120.npy,The male prairie dog performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedfighting_maniset64c70af8__prairie_dog_male_gimmickloop02_121.npy,The male prairie dog performs a playful gimmick by hopping around in a circle,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedfighting_maniset64c70af8__prairie_dog_male_standtogimmickloop_138.npy,The male prairie dog stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedlocomotion_maniset3047775e__prairie_dog_male_burrowgimmick_156.npy,The male prairie dog uses a burrow gimmick to escape,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedlocomotion_maniset3047775e__prairie_dog_male_diggimmick_157.npy,The male prairie dog digs a hole and then hides in the gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedlocomotion_maniset3047775e__prairie_dog_male_gimmickloop02_174.npy,The male prairie dog performs a playful gimmick by hopping around in a circle,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Prairie_Dog_Male_prairie_dog_male__animationnotmotionextractedlocomotion_maniset3047775e__prairie_dog_male_standtogimmickloop_190.npy,The male prairie dog stands still to gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Proboscis_Monkey_Female_proboscis_monkey_female__animationnotmotionextractedlocomotion_maniset80e18f13__proboscis_monkey_female_gimmick_222.npy,The female proboscis monkey performs a playful gimmick by swinging from branch to branch,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Proboscis_Monkey_Juvenile_proboscis_monkey_juvenile__animationnotmotionextractedfighting_manisetabe2a785__proboscis_monkey_juvenile_gimmick_131.npy,The juvenile proboscis monkey performs a playful gimmick by leaping from branch to branch,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Pronghorn_Antelope_Male_pronghorn_antelope_male__animationnotmotionextractedbehaviour_maniset312ef25a__pronghorn_antelope_male_standgimmick01_59.npy,The male pronghorn antelope stands still as a clever gimmick,3
