priority,issues,split,source_dataset,annotation_source,text_status,needs_human_review,filename,primary_caption,n_captions
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Juvenile_striped_hyena_juvenile__animationnotmotionextractedlocomotion_manisetdadf722f__striped_hyena_juvenile_fighttaunt_139.npy,The juvenile striped hyena fights and then taunts its opponent,1
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedbehaviour_manisetf26235ce__striped_hyena_male_fightchaseoff_4.npy,The male striped hyena fights and then chases off its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedbehaviour_manisetf26235ce__striped_hyena_male_standgimmick01_19.npy,The male striped hyena stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedfighting_maniset9f402564__striped_hyena_male_fighttaunt_65.npy,The male striped hyena fights and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedfighting_maniset9f402564__striped_hyena_male_fighttauntreact_66.npy,The male striped hyena fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedlocomotion_maniset6c6f4cea__striped_hyena_male_fightchaseoff_117.npy,The male striped hyena fights and then chases off its rival,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationmotionextractedlocomotion_maniset6c6f4cea__striped_hyena_male_fighttaunt_120.npy,The male striped hyena fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedbehaviour_maniset21947b50__striped_hyena_male_fightchaseoff_187.npy,The male striped hyena fights and then chases off its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedbehaviour_maniset21947b50__striped_hyena_male_standgimmick01_206.npy,The male striped hyena stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedfighting_maniset443844a6__striped_hyena_male_fightchaseoff_269.npy,The male striped hyena fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedfighting_maniset443844a6__striped_hyena_male_fighttaunt_274.npy,The male striped hyena fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedfighting_maniset443844a6__striped_hyena_male_standgimmick01_289.npy,The male striped hyena stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedlocomotion_maniset73f9d80c__striped_hyena_male_fightchaseoff_352.npy,The male striped hyena fights and then chases off the intruder,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Hyena_Male_striped_hyena_male__animationnotmotionextractedlocomotion_maniset73f9d80c__striped_hyena_male_standgimmick01_373.npy,The male striped hyena stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE;P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Juvenile_striped_skunk_juvenile__animationnotmotionextractedbehaviour_maniset647bdb5f__striped_skunk_juvenile_intimidategimmick_loop_88.npy,The juvenile striped skunk approaches with an intimidating gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Juvenile_striped_skunk_juvenile__animationnotmotionextractedfighting_maniset765a54f5__striped_skunk_juvenile_fightchaseoff_151.npy,The juvenile striped skunk fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Juvenile_striped_skunk_juvenile__animationnotmotionextractedfighting_maniset765a54f5__striped_skunk_juvenile_fighttaunt_156.npy,The juvenile striped skunk fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Juvenile_striped_skunk_juvenile__animationnotmotionextractedlocomotion_manisete3977db__striped_skunk_juvenile_fightchaseoff_242.npy,The juvenile striped skunk fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Juvenile_striped_skunk_juvenile__animationnotmotionextractedlocomotion_manisete3977db__striped_skunk_juvenile_intimidateloopturnright_251.npy,The juvenile striped skunk intimidates and then turns right,3
P1,P1_OVER_NARRATIVE;P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Male_striped_skunk_male__animationnotmotionextractedbehaviour_manisetc6f6affc__striped_skunk_male_intimidategimmick_loop_95.npy,The male striped skunk raises its tail and releases a pungent odor to intimidate its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Male_striped_skunk_male__animationnotmotionextractedlocomotion_manisetfabbe7b8__striped_skunk_male_fighttaunt_221.npy,The male striped skunk fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE;P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Striped_Skunk_Male_striped_skunk_male__animationnotmotionextractedlocomotion_manisetfabbe7b8__striped_skunk_male_intimidategimmick_loop_223.npy,The male striped skunk raises its tail and releases a pungent odor to intimidate its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationmotionextractedfighting_manisetf887c3d2__takin_juvenile_fighttaunt_2.npy,The juvenile takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationmotionextractedfighting_manisetf887c3d2__takin_juvenile_fighttauntreact_3.npy,The juvenile takin fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationmotionextractedlocomotion_maniset441c7258__takin_juvenile_fightchaseoff_4.npy,The juvenile takin fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationmotionextractedlocomotion_maniset441c7258__takin_juvenile_fighttauntreact_6.npy,The juvenile takin fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedbehaviour_manisetad12a7be__takin_juvenile_fightchaseoff_43.npy,The juvenile takin fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedbehaviour_manisetad12a7be__takin_juvenile_fighttaunt_45.npy,The juvenile takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedfighting_manisetbbc47d94__takin_juvenile_fightvictorytaunt_98.npy,The juvenile takin fights achieves victory and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedfighting_manisetbbc47d94__takin_juvenile_standgimmick01_111.npy,The juvenile takin stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedlocomotion_manisetd7b4d7fa__takin_juvenile_fightchaseoff_148.npy,The juvenile takin fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedlocomotion_manisetd7b4d7fa__takin_juvenile_fighttaunt_150.npy,The juvenile takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedlocomotion_manisetd7b4d7fa__takin_juvenile_fightvictorytaunt_152.npy,The juvenile takin fights achieves victory and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Juvenile_takin_juvenile__animationnotmotionextractedlocomotion_manisetd7b4d7fa__takin_juvenile_standgimmick01_171.npy,The juvenile takin stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedbehaviour_maniset3b4c5319__takin_male_fightchaseoff_4.npy,The male takin fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedbehaviour_maniset3b4c5319__takin_male_fightreact_5.npy,The male takin fights and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedbehaviour_maniset3b4c5319__takin_male_fightvictorytaunt_9.npy,The male takin fights achieves victory and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedbehaviour_maniset3b4c5319__takin_male_standgimmick01_27.npy,The male takin stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedfighting_maniset4fdc73ef__takin_male_fightchaseoff_78.npy,The male takin fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedfighting_maniset4fdc73ef__takin_male_fighttaunt_81.npy,The male takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedlocomotion_maniset9855e8f5__takin_male_fightchaseoff_141.npy,The male takin fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedlocomotion_maniset9855e8f5__takin_male_fighttaunt_144.npy,The male takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationmotionextractedlocomotion_maniset9855e8f5__takin_male_fightvictorytaunt_146.npy,The male takin fights achieves victory and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedbehaviour_manisetd83024db__takin_male_fighttaunt_217.npy,The male takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedbehaviour_manisetd83024db__takin_male_fightvictorytaunt_220.npy,The male takin fights achieves victory and then taunts,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedbehaviour_manisetd83024db__takin_male_standgimmick01_237.npy,The male takin stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedfighting_maniset4360f71__takin_male_fightchaseoff_293.npy,The male takin fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedfighting_maniset4360f71__takin_male_fighttaunt_296.npy,The male takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedfighting_maniset4360f71__takin_male_standtofight_322.npy,The male takin stands still in preparation to fight,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedlocomotion_maniset40261057__takin_male_fightchaseoff_376.npy,The male takin fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedlocomotion_maniset40261057__takin_male_fighttaunt_379.npy,The male takin fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedlocomotion_maniset40261057__takin_male_fighttauntreact_380.npy,The male takin fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Takin_Male_takin_male__animationnotmotionextractedlocomotion_maniset40261057__takin_male_standgimmick01_404.npy,The male takin stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Juvenile_tamworth_pig_juvenile__animationnotmotionextractedbehaviour_maniset1c48086__tamworth_pig_juvenile_standgimmick01_51.npy,The juvenile Tamworth pig stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Juvenile_tamworth_pig_juvenile__animationnotmotionextractedfighting_manisete719845c__tamworth_pig_juvenile_standgimmick01_107.npy,The juvenile Tamworth pig stands still as a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Juvenile_tamworth_pig_juvenile__animationnotmotionextractedlocomotion_maniset204002c2__tamworth_pig_juvenile_standgimmick01_187.npy,The juvenile Tamworth pig stands still as part of its playful gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedbehaviour_manisetab8b11e1__tamworth_pig_male_standgimmick01_21.npy,The male Tamworth pig stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedfighting_maniset624ce0b7__tamworth_pig_male_fighttauntreact_73.npy,The male Tamworth pig fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedfighting_maniset624ce0b7__tamworth_pig_male_standgimmick01_86.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedfighting_maniset624ce0b7__tamworth_pig_male_standgimmick_85.npy,The male Tamworth pig stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedlocomotion_maniset133f79bd__tamworth_pig_male_fighttaunt_126.npy,The male Tamworth pig fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedlocomotion_maniset133f79bd__tamworth_pig_male_fighttauntreact_127.npy,The male Tamworth pig fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationmotionextractedlocomotion_maniset133f79bd__tamworth_pig_male_standgimmick01_143.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedbehaviour_manisetdb84d9a3__tamworth_pig_male_standgimmick01_218.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedbehaviour_manisetdb84d9a3__tamworth_pig_male_standgimmick_217.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedfighting_manisetdfc6f239__tamworth_pig_male_fighttaunt_290.npy,The male Tamworth pig fights and then taunts his opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedfighting_manisetdfc6f239__tamworth_pig_male_standgimmick01_312.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedfighting_manisetdfc6f239__tamworth_pig_male_standgimmick_311.npy,The male Tamworth pig stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedlocomotion_maniset6b7b171f__tamworth_pig_male_fighttaunt_379.npy,The male Tamworth pig fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedlocomotion_maniset6b7b171f__tamworth_pig_male_fighttauntreact_380.npy,The male Tamworth pig fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedlocomotion_maniset6b7b171f__tamworth_pig_male_standgimmick01_401.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tamworth_Pig_Male_tamworth_pig_male__animationnotmotionextractedlocomotion_maniset6b7b171f__tamworth_pig_male_standgimmick_400.npy,The male Tamworth pig stands still as part of a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedfighting_manisetd3b18946__tasmanian_devil_female_fightchaseoff_5.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedfighting_manisetd3b18946__tasmanian_devil_female_fightvictorytaunt_8.npy,The female Tasmanian devil fights achieves victory and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedfighting_pounce_maniset7d4cb618__tasmanian_devil_female_fightchaseoff_13.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedfighting_pounce_maniset7d4cb618__tasmanian_devil_female_fightvictorytaunt_17.npy,The female Tasmanian devil fights achieves victory and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedlocomotion_maniset80d3d1cc__tasmanian_devil_female_fightchaseoff_52.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationmotionextractedlocomotion_maniset80d3d1cc__tasmanian_devil_female_fightvictorytaunt_56.npy,The female Tasmanian devil fights wins and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedbehaviour_maniset2c94a132__tasmanian_devil_female_fightchaseoff_148.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedfighting_maniset3d18a08__tasmanian_devil_female_fightchaseoff_227.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedfighting_maniset3d18a08__tasmanian_devil_female_fightvictorytaunt_230.npy,The female Tasmanian devil fights achieves victory and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedlocomotion_maniset3f9afe6e__tasmanian_devil_female_fightchaseoff_321.npy,The female Tasmanian devil fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedlocomotion_maniset3f9afe6e__tasmanian_devil_female_fightvictorytaunt_324.npy,The female Tasmanian devil fights wins and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Female_tasmanian_devil_female__animationnotmotionextractedlocomotion_maniset3f9afe6e__tasmanian_devil_female_standgimmick_333.npy,The female Tasmanian devil stands still as a gimmick,1
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationmotionextractedfighting_pounce_maniseta2b24830__tasmanian_devil_juvenile_fightreact_15.npy,The juvenile Tasmanian devil fights and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationnotmotionextractedfighting_maniset57328420__tasmanian_devil_juvenile_fightvictorytaunt_222.npy,The juvenile Tasmanian devil fights wins and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationnotmotionextractedfighting_maniset57328420__tasmanian_devil_juvenile_standgimmick_232.npy,The juvenile Tasmanian devil stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationnotmotionextractedlocomotion_manisetf09b4486__tasmanian_devil_juvenile_fighttaunt_313.npy,The juvenile Tasmanian devil fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationnotmotionextractedlocomotion_manisetf09b4486__tasmanian_devil_juvenile_fightvictorytaunt_315.npy,The juvenile Tasmanian devil fights wins and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Juvenile_tasmanian_devil_juvenile__animationnotmotionextractedlocomotion_manisetf09b4486__tasmanian_devil_juvenile_standgimmick_328.npy,The juvenile Tasmanian devil stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationmotionextractedfighting_maniset3f7a9b7b__tasmanian_devil_male_fightchaseoff_3.npy,The male Tasmanian devil fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationmotionextractedfighting_pounce_maniset2857010d__tasmanian_devil_male_fightchaseoff_4.npy,The male Tasmanian devil fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationmotionextractedlocomotion_manisetf294f681__tasmanian_devil_male_fightvictorytaunt_34.npy,The male Tasmanian devil fights wins and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationnotmotionextractedbehaviour_maniset2f131867__tasmanian_devil_male_fightvictorytaunt_109.npy,The male Tasmanian devil fights wins and then taunts,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationnotmotionextractedbehaviour_maniset2f131867__tasmanian_devil_male_standgimmick_121.npy,The male Tasmanian devil stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Tasmanian_Devil_Male_tasmanian_devil_male__animationnotmotionextractedlocomotion_manisetdb9416e3__tasmanian_devil_male_fightvictorytaunt_266.npy,The male Tasmanian devil fights wins and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Thomsons_Gazelle_Female_thomsons_gazelle_female__animationmotionextractedfighting_maniset171fe94d__thomsons_gazelle_female_fightchaseoff_1.npy,The female Thomsons gazelle fights and then chases off the predator,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Thomsons_Gazelle_Female_thomsons_gazelle_female__animationmotionextractedlocomotion_maniset94f0dd53__thomsons_gazelle_female_fightchaseoff_2.npy,The female Thomsons gazelle fights and then chases off the predator,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Thomsons_Gazelle_Female_thomsons_gazelle_female__animationnotmotionextractedbehaviour_manisetd7ca1839__thomsons_gazelle_female_fightchaseoff_45.npy,The female Thomsons gazelle fights and then chases off the predator,3
